20190900|201909INV09-000022|M09-000022|18/09/2019||01|E001|00000322||6|20327420250|IMPORTACIONES CARDENAS S.R.LTDA.|0.00|3345.00|0.00|602.10|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3947.10|USD|3.345||||||||1|
20190900|201909INV09-000023|M09-000023|19/09/2019||01|E001|00000323||6|20454100566|SERVICIOS LOGISTICOS ESPECIALIZADOS SOCIEDAD ANONIMA CERRADA|0.00|3010.50|0.00|541.89|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3552.39|USD|3.345||||||||1|
20190900|201909INV09-000024|M09-000024|20/09/2019||01|E001|00000324||6|20519918421|HELEO TRADING S.A.C.|0.00|15093.00|0.00|2716.74|0.00|0.00|0.00|0.00|0.00|0.00|0.00|17809.74|USD|3.354||||||||1|
20190900|201909INV09-000025|M09-000025|20/09/2019||01|E001|00000325||6|20454100566|SERVICIOS LOGISTICOS ESPECIALIZADOS SOCIEDAD ANONIMA CERRADA|0.00|3018.60|0.00|543.35|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3561.95|USD|3.354||||||||1|
20190900|201909INV09-000026|M09-000026|27/09/2019||01|E001|00000326||6|20501549801|FERCO MEDICAL S.A.C.|0.00|17328.13|0.00|3119.05|0.00|0.00|0.00|0.00|0.00|0.00|0.00|20447.18|USD|3.365||||||||1|
20190900|201909INV09-000027|M09-000027|04/09/2019||07|E001|00000040||6|20539688724|MEGAMADSA INDUSTRIAL S.A.C.|0.00|-300.00|0.00|-54.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-354.00|||04/09/2019|01|E001|00000311||||1|
20190900|201909INV09-000028|M09-000028|04/09/2019||07|E001|00000041||6|20456261133|EBCO CONSTRUCTORA S.A.C.|0.00|-300.00|0.00|-54.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-354.00|||04/09/2019|01|E001|00000310||||1|
20190900|201909INV09-000029|M09-000029|11/09/2019||07|E001|00000042||6|20518759079|CORPORACION HELEO SOCIEDAD ANONIMA CERRADA|0.00|-15322.50|0.00|-2758.05|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-18080.55|USD|3.405|04/09/2019|01|E001|00000308||||1|
20190900|201909INV09-000030|M09-000030|12/09/2019||07|E001|00000043||6|20518759079|CORPORACION HELEO SOCIEDAD ANONIMA CERRADA|0.00|-15066.00|0.00|-2711.88|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-17777.88|USD|3.348|11/09/2019|01|E001|00000317||||1|
20190900|201909INV09-000031|M09-000031|20/09/2019||07|E001|00000044||6|20518759079|CORPORACION HELEO SOCIEDAD ANONIMA CERRADA|0.00|-15048.00|0.00|-2708.64|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-17756.64|USD|3.344|12/09/2019|01|E001|00000318||||1|
20190900|201909INV09-000032|M09-000032|20/09/2019||07|E001|00000045||6|20454100566|SERVICIOS LOGISTICOS ESPECIALIZADOS SOCIEDAD ANONIMA CERRADA|0.00|-3010.50|0.00|-541.89|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-3552.39|USD|3.345|19/09/2019|01|E001|00000323||||1|
20190900|201909INV09-000033|M09-000033|24/09/2019||07|E001|00000046||6|20603276567|RAPTOR MINING PERU S.A.C.|0.00|-847.46|0.00|-152.54|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-1000.00|||18/09/2019|01|E001|00000321||||1|
20190900|201909INV09-000034|M09-000034|30/09/2019||07|E001|00000047||6|20501549801|FERCO MEDICAL S.A.C.|0.00|-17328.13|0.00|-3119.05|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-20447.18|USD|3.365|27/09/2019|01|E001|00000326||||1|
